,X0.971291866028708,X0.956937799043062,X0.949760765550239,X0.947368421052632,X0.947368421052632.1,X0.947368421052632.2,X0.942583732057416,X0.947368421052632.3,X0.947368421052632.4
1,0.9712918660287081,0.956937799043062,0.9497607655502391,0.9473684210526321,0.9473684210526321,0.9473684210526321,0.9425837320574159,0.9473684210526321,0.9473684210526321
