,X0.976076555023923,X0.956937799043062,X0.949760765550239,X0.952153110047847,X0.944976076555024,X0.940191387559809,X0.947368421052632,X0.952153110047847.1,X0.952153110047847.2
1,0.9760765550239229,0.956937799043062,0.9497607655502391,0.9521531100478471,0.9449760765550241,0.9401913875598091,0.9473684210526321,0.9521531100478471,0.9521531100478471
