,X0.964114832535885,X0.952153110047847,X0.954545454545455,X0.956937799043062,X0.952153110047847.1,X0.933014354066986,X0.940191387559809,X0.947368421052632,X0.952153110047847.2
1,0.9641148325358849,0.9521531100478471,0.954545454545455,0.956937799043062,0.9521531100478471,0.933014354066986,0.9401913875598091,0.9473684210526321,0.9521531100478471
