,X0.95933014354067,X0.956937799043062,X0.949760765550239,X0.95933014354067.1,X0.952153110047847,X0.935406698564593,X0.935406698564593.1,X0.949760765550239.1,X0.956937799043062.1
1,0.95933014354067,0.956937799043062,0.9497607655502391,0.95933014354067,0.9521531100478471,0.935406698564593,0.935406698564593,0.9497607655502391,0.956937799043062
