,X0.830143540669856,X0.830143540669856.1,X0.822966507177033,X0.760765550239234,X0.808612440191388,X0.784688995215311,X0.811004784688995,X0.789473684210526,X0.770334928229665
1,0.830143540669856,0.830143540669856,0.822966507177033,0.760765550239234,0.808612440191388,0.7846889952153109,0.8110047846889951,0.7894736842105259,0.770334928229665
