,X0.875598086124402,X0.842105263157895,X0.873205741626794,X0.811004784688995,X0.842105263157895.1,X0.818181818181818,X0.832535885167464,X0.815789473684211,X0.832535885167464.1
1,0.875598086124402,0.842105263157895,0.873205741626794,0.8110047846889951,0.842105263157895,0.818181818181818,0.8325358851674641,0.815789473684211,0.8325358851674641
