,X0.777777777777778,X0.733918128654971,X0.739766081871345,X0.793859649122807,X0.767543859649123,X0.733918128654971.1,X0.751461988304094,X0.733918128654971.2,X0.767543859649123.1
1,0.7777777777777779,0.733918128654971,0.7397660818713451,0.7938596491228069,0.767543859649123,0.733918128654971,0.751461988304094,0.733918128654971,0.767543859649123
