,X0.760233918128655,X0.711988304093567,X0.720760233918129,X0.774853801169591,X0.774853801169591.1,X0.738304093567251,X0.766081871345029,X0.706140350877193,X0.748538011695906
1,0.7602339181286549,0.711988304093567,0.720760233918129,0.7748538011695909,0.7748538011695909,0.738304093567251,0.766081871345029,0.7061403508771931,0.748538011695906
