,X0.597333333333333,X0.573333333333333,X0.598666666666667,X0.561333333333333,X0.577333333333333,X0.553333333333333,X0.590666666666667,X0.598666666666667.1,X0.585333333333333
1,0.5973333333333329,0.573333333333333,0.598666666666667,0.561333333333333,0.577333333333333,0.553333333333333,0.590666666666667,0.598666666666667,0.585333333333333
