,X0.712534059945504,X0.735694822888283,X0.728882833787466,X0.683923705722071,X0.686648501362398,X0.732970027247956,X0.722070844686649,X0.70299727520436,X0.724795640326976
1,0.7125340599455041,0.735694822888283,0.728882833787466,0.6839237057220711,0.686648501362398,0.7329700272479559,0.722070844686649,0.7029972752043601,0.7247956403269759
