,X0.733727810650888,X0.724852071005917,X0.747041420118343,X0.718934911242604,X0.720414201183432,X0.705621301775148,X0.718934911242604.1,X0.748520710059172,X0.738165680473373
1,0.733727810650888,0.7248520710059171,0.7470414201183431,0.718934911242604,0.720414201183432,0.7056213017751479,0.718934911242604,0.7485207100591721,0.7381656804733729
