,X0.757396449704142,X0.754437869822485,X0.754437869822485.1,X0.742603550295858,X0.732248520710059,X0.715976331360947,X0.715976331360947.1,X0.726331360946746,X0.718934911242604
1,0.7573964497041421,0.754437869822485,0.754437869822485,0.7426035502958579,0.7322485207100591,0.7159763313609471,0.7159763313609471,0.726331360946746,0.718934911242604
