,X0.92822966507177,X0.911483253588517,X0.897129186602871,X0.892344497607656,X0.921052631578947,X0.894736842105263,X0.889952153110048,X0.909090909090909,X0.909090909090909.1
1,0.92822966507177,0.9114832535885171,0.897129186602871,0.8923444976076558,0.921052631578947,0.8947368421052628,0.889952153110048,0.9090909090909091,0.9090909090909091
