,X0.894736842105263,X0.88755980861244,X0.870813397129187,X0.856459330143541,X0.889952153110048,X0.861244019138756,X0.870813397129187.1,X0.870813397129187.2,X0.870813397129187.3
1,0.8947368421052628,0.8875598086124399,0.870813397129187,0.8564593301435409,0.889952153110048,0.8612440191387559,0.870813397129187,0.870813397129187,0.870813397129187
