,X0.873205741626794,X0.868421052631579,X0.84688995215311,X0.842105263157895,X0.87799043062201,X0.854066985645933,X0.856459330143541,X0.84688995215311.1,X0.84688995215311.2
1,0.873205741626794,0.8684210526315791,0.84688995215311,0.842105263157895,0.8779904306220101,0.854066985645933,0.8564593301435409,0.84688995215311,0.84688995215311
