,X0.916267942583732,X0.892344497607656,X0.885167464114832,X0.870813397129187,X0.906698564593301,X0.880382775119617,X0.885167464114832.1,X0.892344497607656.1,X0.889952153110048
1,0.916267942583732,0.8923444976076558,0.8851674641148319,0.870813397129187,0.906698564593301,0.8803827751196172,0.8851674641148319,0.8923444976076558,0.889952153110048
