,X0.963157894736842,X0.95,X0.957894736842105,X0.968421052631579,X0.973684210526316,X0.965789473684211,X0.944736842105263,X0.955263157894737,X0.955263157894737.1
1,0.9631578947368421,0.95,0.9578947368421049,0.9684210526315791,0.9736842105263158,0.965789473684211,0.9447368421052629,0.9552631578947371,0.9552631578947371
