,X0.944736842105263,X0.942105263157895,X0.939473684210526,X0.963157894736842,X0.965789473684211,X0.960526315789474,X0.942105263157895.1,X0.960526315789474.1,X0.952631578947368
1,0.9447368421052629,0.9421052631578951,0.9394736842105259,0.9631578947368421,0.965789473684211,0.9605263157894741,0.9421052631578951,0.9605263157894741,0.9526315789473679
