,X0.955263157894737,X0.942105263157895,X0.95,X0.976315789473684,X0.971052631578947,X0.955263157894737.1,X0.947368421052632,X0.955263157894737.2,X0.95.1
1,0.9552631578947371,0.9421052631578951,0.95,0.9763157894736841,0.9710526315789471,0.9552631578947371,0.9473684210526321,0.9552631578947371,0.95
