,X0.981578947368421,X0.986842105263158,X0.981578947368421.1,X0.984210526315789,X0.986842105263158.1,X0.992105263157895,X0.978947368421053,X0.976315789473684,X0.989473684210526
1,0.981578947368421,0.986842105263158,0.981578947368421,0.9842105263157891,0.986842105263158,0.992105263157895,0.978947368421053,0.9763157894736841,0.989473684210526
