,X0.912698412698413,X0.916666666666667,X0.916666666666667.1,X0.904761904761905,X0.89021164021164,X0.903439153439153,X0.923280423280423,X0.936507936507937,X0.899470899470899
1,0.912698412698413,0.916666666666667,0.916666666666667,0.9047619047619051,0.89021164021164,0.9034391534391529,0.923280423280423,0.9365079365079371,0.8994708994708991
