,X0.900793650793651,X0.907407407407407,X0.900793650793651.1,X0.896825396825397,X0.865079365079365,X0.898148148148148,X0.894179894179894,X0.911375661375661,X0.886243386243386
1,0.9007936507936509,0.907407407407407,0.9007936507936509,0.896825396825397,0.8650793650793649,0.8981481481481479,0.8941798941798941,0.911375661375661,0.8862433862433859
