,X0.921957671957672,X0.933862433862434,X0.917989417989418,X0.915343915343915,X0.896825396825397,X0.919312169312169,X0.928571428571429,X0.931216931216931,X0.912698412698413
1,0.921957671957672,0.9338624338624341,0.9179894179894179,0.9153439153439151,0.896825396825397,0.9193121693121691,0.9285714285714292,0.9312169312169309,0.912698412698413
