,X0.914021164021164,X0.927248677248677,X0.919312169312169,X0.920634920634921,X0.892857142857143,X0.916666666666667,X0.916666666666667.1,X0.936507936507937,X0.91005291005291
1,0.9140211640211641,0.927248677248677,0.9193121693121691,0.9206349206349209,0.892857142857143,0.916666666666667,0.916666666666667,0.9365079365079371,0.91005291005291
