,X0.925925925925926,X0.952380952380952,X0.941798941798942,X0.952380952380952.1,X0.921957671957672,X0.933862433862434,X0.936507936507937,X0.944444444444444,X0.931216931216931
1,0.9259259259259259,0.9523809523809521,0.9417989417989421,0.9523809523809521,0.921957671957672,0.9338624338624341,0.9365079365079371,0.944444444444444,0.9312169312169309
