,0
0,0.9907407407407408
1,0.9933862433862434
2,0.9933862433862434
3,0.9973544973544972
4,0.9867724867724867
5,0.9986772486772488
6,0.9973544973544972
7,0.9960317460317459
8,0.9973544973544972
