,X0.918439716312057,X0.904255319148936,X0.893617021276596,X0.893617021276596.1,X0.893617021276596.2,X0.918439716312057.1,X0.897163120567376,X0.879432624113475,X0.918439716312057.2
1,0.9184397163120571,0.904255319148936,0.8936170212765959,0.8936170212765959,0.8936170212765959,0.9184397163120571,0.897163120567376,0.8794326241134749,0.9184397163120571
