,X0.882978723404255,X0.897163120567376,X0.861702127659574,X0.868794326241135,X0.868794326241135.1,X0.886524822695035,X0.858156028368794,X0.861702127659574.1,X0.890070921985816
1,0.8829787234042551,0.897163120567376,0.8617021276595741,0.868794326241135,0.868794326241135,0.8865248226950351,0.858156028368794,0.8617021276595741,0.8900709219858159
