,X0.907801418439716,X0.904255319148936,X0.879432624113475,X0.879432624113475.1,X0.879432624113475.2,X0.893617021276596,X0.875886524822695,X0.875886524822695.1,X0.911347517730496
1,0.907801418439716,0.904255319148936,0.8794326241134749,0.8794326241134749,0.8794326241134749,0.8936170212765959,0.8758865248226949,0.8758865248226949,0.9113475177304959
