,X0.918439716312057,X0.900709219858156,X0.882978723404255,X0.882978723404255.1,X0.897163120567376,X0.904255319148936,X0.897163120567376.1,X0.879432624113475,X0.911347517730496
1,0.9184397163120571,0.9007092198581559,0.8829787234042551,0.8829787234042551,0.897163120567376,0.904255319148936,0.897163120567376,0.8794326241134749,0.9113475177304959
