,X0.914893617021277,X0.907801418439716,X0.890070921985816,X0.872340425531915,X0.890070921985816.1,X0.890070921985816.2,X0.886524822695035,X0.882978723404255,X0.918439716312057
1,0.9148936170212769,0.907801418439716,0.8900709219858159,0.8723404255319149,0.8900709219858159,0.8900709219858159,0.8865248226950351,0.8829787234042551,0.9184397163120571
