,X0.858156028368794,X0.879432624113475,X0.897163120567376,X0.858156028368794.1,X0.854609929078014,X0.890070921985816,X0.858156028368794.2,X0.858156028368794.3,X0.900709219858156
1,0.858156028368794,0.8794326241134749,0.897163120567376,0.858156028368794,0.854609929078014,0.8900709219858159,0.858156028368794,0.858156028368794,0.9007092198581559
