,X0.861702127659574,X0.886524822695035,X0.865248226950355,X0.865248226950355.1,X0.861702127659574.1,X0.893617021276596,X0.854609929078014,X0.847517730496454,X0.904255319148936
1,0.8617021276595741,0.8865248226950351,0.865248226950355,0.865248226950355,0.8617021276595741,0.8936170212765959,0.854609929078014,0.8475177304964541,0.904255319148936
