,X0.776,X0.758666666666667,X0.778666666666667,X0.758666666666667.1,X0.781333333333333,X0.761333333333333,X0.764,X0.786666666666667,X0.76
1,0.7759999999999999,0.758666666666667,0.7786666666666671,0.758666666666667,0.781333333333333,0.761333333333333,0.764,0.7866666666666671,0.76
