,X0.842666666666667,X0.834666666666667,X0.846666666666667,X0.828,X0.858666666666667,X0.834666666666667.1,X0.844,X0.870666666666667,X0.845333333333333
1,0.842666666666667,0.834666666666667,0.846666666666667,0.828,0.858666666666667,0.834666666666667,0.8440000000000001,0.870666666666667,0.8453333333333329
