,X0.69973544973545,X0.703703703703704,X0.691798941798942,X0.689153439153439,X0.64021164021164,X0.689153439153439.1,X0.706349206349206,X0.724867724867725,X0.69047619047619
1,0.69973544973545,0.703703703703704,0.6917989417989421,0.689153439153439,0.64021164021164,0.689153439153439,0.706349206349206,0.7248677248677249,0.69047619047619
