,X0.943850267379679,X0.950534759358289,X0.92379679144385,X0.92379679144385.1,X0.946524064171123,X0.931818181818182,X0.939839572192513,X0.946524064171123.1,X0.929144385026738
1,0.943850267379679,0.9505347593582891,0.92379679144385,0.92379679144385,0.9465240641711229,0.931818181818182,0.9398395721925129,0.9465240641711229,0.9291443850267379
