,X0.899732620320856,X0.922459893048128,X0.88903743315508,X0.89572192513369,X0.910427807486631,X0.89572192513369.1,X0.911764705882353,X0.911764705882353.1,X0.907754010695187
1,0.899732620320856,0.9224598930481279,0.8890374331550799,0.89572192513369,0.910427807486631,0.89572192513369,0.911764705882353,0.911764705882353,0.907754010695187
