,X0.911764705882353,X0.925133689839572,X0.887700534759358,X0.907754010695187,X0.910427807486631,X0.903743315508021,X0.925133689839572.1,X0.914438502673797,X0.903743315508021.1
1,0.911764705882353,0.925133689839572,0.8877005347593578,0.907754010695187,0.910427807486631,0.903743315508021,0.925133689839572,0.914438502673797,0.903743315508021
