,X0.893048128342246,X0.915775401069519,X0.886363636363636,X0.897058823529412,X0.911764705882353,X0.891711229946524,X0.907754010695187,X0.903743315508021,X0.898395721925134
1,0.893048128342246,0.915775401069519,0.8863636363636359,0.897058823529412,0.911764705882353,0.8917112299465241,0.907754010695187,0.903743315508021,0.8983957219251341
