,X0.747368421052632,X0.694736842105263,X0.771052631578947,X0.842105263157895,X0.768421052631579,X0.752631578947368,X0.771052631578947.1,X0.771052631578947.2,X0.731578947368421
1,0.747368421052632,0.6947368421052629,0.771052631578947,0.842105263157895,0.768421052631579,0.752631578947368,0.771052631578947,0.771052631578947,0.731578947368421
