,X0.689473684210526,X0.652631578947368,X0.705263157894737,X0.805263157894737,X0.768421052631579,X0.718421052631579,X0.710526315789474,X0.755263157894737,X0.673684210526316
1,0.689473684210526,0.6526315789473679,0.7052631578947371,0.8052631578947371,0.768421052631579,0.7184210526315791,0.7105263157894741,0.7552631578947371,0.673684210526316
