,X0.705263157894737,X0.689473684210526,X0.765789473684211,X0.813157894736842,X0.757894736842105,X0.739473684210526,X0.757894736842105.1,X0.765789473684211.1,X0.731578947368421
1,0.7052631578947371,0.689473684210526,0.7657894736842109,0.8131578947368421,0.757894736842105,0.739473684210526,0.757894736842105,0.7657894736842109,0.731578947368421
