,X0.784,X0.785333333333333,X0.797333333333333,X0.785333333333333.1,X0.817333333333333,X0.794666666666667,X0.8,X0.808,X0.813333333333333
1,0.784,0.785333333333333,0.797333333333333,0.785333333333333,0.817333333333333,0.794666666666667,0.8,0.8079999999999999,0.813333333333333
