,X0.790666666666667,X0.784,X0.796,X0.784.1,X0.817333333333333,X0.797333333333333,X0.816,X0.808,X0.797333333333333.1
1,0.790666666666667,0.784,0.7959999999999999,0.784,0.817333333333333,0.797333333333333,0.816,0.8079999999999999,0.797333333333333
