,X0.656,X0.66,X0.656.1,X0.642666666666667,X0.630666666666667,X0.625333333333333,X0.656.2,X0.646666666666667,X0.648
1,0.6559999999999999,0.66,0.6559999999999999,0.642666666666667,0.630666666666667,0.625333333333333,0.6559999999999999,0.6466666666666671,0.648
