,X0.794117647058823,X0.822192513368984,X0.783422459893048,X0.783422459893048.1,X0.816844919786096,X0.779411764705882,X0.800802139037433,X0.802139037433155,X0.792780748663102
1,0.7941176470588229,0.822192513368984,0.7834224598930479,0.7834224598930479,0.816844919786096,0.779411764705882,0.8008021390374329,0.8021390374331551,0.7927807486631021
