,X0.799465240641711,X0.820855614973262,X0.790106951871658,X0.790106951871658.1,X0.828877005347594,X0.790106951871658.2,X0.803475935828877,X0.807486631016043,X0.798128342245989
1,0.7994652406417109,0.8208556149732621,0.7901069518716579,0.7901069518716579,0.8288770053475941,0.7901069518716579,0.8034759358288771,0.807486631016043,0.7981283422459889
