,X0.990430622009569,X0.973684210526316,X0.964114832535885,X0.990430622009569.1,X0.983253588516746,X0.980861244019139,X0.9688995215311,X0.964114832535885.1,X0.976076555023923
1,0.9904306220095691,0.9736842105263158,0.9641148325358849,0.9904306220095691,0.983253588516746,0.9808612440191391,0.9688995215310999,0.9641148325358849,0.9760765550239229
