,X0.990430622009569,X0.964114832535885,X0.964114832535885.1,X0.956937799043062,X0.956937799043062.1,X0.961722488038278,X0.966507177033493,X0.9688995215311,X0.966507177033493.1
1,0.9904306220095691,0.9641148325358849,0.9641148325358849,0.956937799043062,0.956937799043062,0.961722488038278,0.9665071770334929,0.9688995215310999,0.9665071770334929
