,X0.988038277511962,X0.973684210526316,X0.964114832535885,X0.983253588516746,X0.976076555023923,X0.973684210526316.1,X0.976076555023923.1,X0.976076555023923.2,X0.976076555023923.3
1,0.988038277511962,0.9736842105263158,0.9641148325358849,0.983253588516746,0.9760765550239229,0.9736842105263158,0.9760765550239229,0.9760765550239229,0.9760765550239229
