,X0.990430622009569,X0.973684210526316,X0.964114832535885,X0.980861244019139,X0.971291866028708,X0.971291866028708.1,X0.980861244019139.1,X0.980861244019139.2,X0.976076555023923
1,0.9904306220095691,0.9736842105263158,0.9641148325358849,0.9808612440191391,0.9712918660287081,0.9712918660287081,0.9808612440191391,0.9808612440191391,0.9760765550239229
