,X0.568783068783069,X0.57010582010582,X0.564814814814815,X0.558201058201058,X0.531746031746032,X0.55026455026455,X0.593915343915344,X0.564814814814815.1,X0.572751322751323
1,0.568783068783069,0.5701058201058199,0.5648148148148149,0.558201058201058,0.531746031746032,0.5502645502645501,0.5939153439153441,0.5648148148148149,0.572751322751323
