,X0.556878306878307,X0.566137566137566,X0.567460317460317,X0.560846560846561,X0.527777777777778,X0.560846560846561.1,X0.597883597883598,X0.563492063492063,X0.558201058201058
1,0.556878306878307,0.566137566137566,0.567460317460317,0.560846560846561,0.527777777777778,0.560846560846561,0.597883597883598,0.5634920634920629,0.558201058201058
