,X0.562169312169312,X0.57010582010582,X0.558201058201058,X0.562169312169312.1,X0.518518518518518,X0.544973544973545,X0.599206349206349,X0.567460317460317,X0.575396825396825
1,0.562169312169312,0.5701058201058199,0.558201058201058,0.562169312169312,0.5185185185185179,0.544973544973545,0.5992063492063491,0.567460317460317,0.5753968253968249
