,X0.906432748538012,X0.902046783625731,X0.907894736842105,X0.928362573099415,X0.922514619883041,X0.912280701754386,X0.912280701754386.1,X0.902046783625731.1,X0.916666666666667
1,0.906432748538012,0.902046783625731,0.907894736842105,0.9283625730994151,0.922514619883041,0.912280701754386,0.912280701754386,0.902046783625731,0.916666666666667
