,X0.909356725146199,X0.909356725146199.1,X0.916666666666667,X0.925438596491228,X0.923976608187134,X0.91812865497076,X0.91374269005848,X0.907894736842105,X0.91812865497076.1
1,0.9093567251461991,0.9093567251461991,0.916666666666667,0.9254385964912281,0.923976608187134,0.91812865497076,0.9137426900584801,0.907894736842105,0.91812865497076
