,X0.910818713450292,X0.915204678362573,X0.91374269005848,X0.932748538011696,X0.926900584795322,X0.925438596491228,X0.910818713450292.1,X0.906432748538012,X0.919590643274854
1,0.9108187134502921,0.9152046783625729,0.9137426900584801,0.9327485380116959,0.926900584795322,0.9254385964912281,0.9108187134502921,0.906432748538012,0.919590643274854
