,X0.902046783625731,X0.894736842105263,X0.902046783625731.1,X0.928362573099415,X0.925438596491228,X0.909356725146199,X0.909356725146199.1,X0.896198830409357,X0.912280701754386
1,0.902046783625731,0.8947368421052628,0.902046783625731,0.9283625730994151,0.9254385964912281,0.9093567251461991,0.9093567251461991,0.8961988304093571,0.912280701754386
