,X0.939839572192513,X0.934491978609626,X0.915775401069519,X0.927807486631016,X0.939839572192513.1,X0.939839572192513.2,X0.941176470588235,X0.947860962566845,X0.934491978609626.1
1,0.9398395721925129,0.934491978609626,0.915775401069519,0.927807486631016,0.9398395721925129,0.9398395721925129,0.941176470588235,0.9478609625668449,0.934491978609626
