,X0.938502673796791,X0.939839572192513,X0.926470588235294,X0.933155080213904,X0.933155080213904.1,X0.941176470588235,X0.945187165775401,X0.949197860962567,X0.937165775401069
1,0.9385026737967909,0.9398395721925129,0.926470588235294,0.933155080213904,0.933155080213904,0.941176470588235,0.9451871657754009,0.9491978609625671,0.937165775401069
