,X0.937165775401069,X0.941176470588235,X0.931818181818182,X0.937165775401069.1,X0.938502673796791,X0.945187165775401,X0.947860962566845,X0.949197860962567,X0.946524064171123
1,0.937165775401069,0.941176470588235,0.931818181818182,0.937165775401069,0.9385026737967909,0.9451871657754009,0.9478609625668449,0.9491978609625671,0.9465240641711229
