,X0.967914438502674,X0.973262032085562,X0.963903743315508,X0.95855614973262,X0.963903743315508.1,X0.95855614973262.1,X0.970588235294118,X0.970588235294118.1,X0.962566844919786
1,0.9679144385026741,0.9732620320855621,0.9639037433155079,0.9585561497326199,0.9639037433155079,0.9585561497326199,0.970588235294118,0.970588235294118,0.9625668449197858
