,X0.963903743315508,X0.963903743315508.1,X0.943850267379679,X0.954545454545455,X0.962566844919786,X0.957219251336898,X0.962566844919786.1,X0.970588235294118,X0.954545454545455.1
1,0.9639037433155079,0.9639037433155079,0.943850267379679,0.954545454545455,0.9625668449197858,0.9572192513368979,0.9625668449197858,0.970588235294118,0.954545454545455
